Dataset,eurosat
Handcrafted CLIP Accuracy,43.22222222222222
CoOp Accuracy,93.0925925925926
Improvement,49.870370370370374

Mean Training Accuracy,91.71157407407408
Variance Training Accuracy,6.151463429736322
Mean Training Loss,0.2563436673429139
Variance Training Loss,0.005954133576423205

Epoch,Train Loss,Train Accuracy
1,0.4627724832599914,85.08796296296296
2,0.29026586801365567,90.57407407407408
3,0.25893123748539776,91.68055555555556
4,0.24677845953860217,91.91203703703704
5,0.23524421460512612,92.37962962962963
6,0.22442334188907234,92.8425925925926
7,0.21909026115304894,93.00925925925925
8,0.2139330685656104,93.125
9,0.2076833778095466,93.23148148148148
10,0.20431436110908788,93.27314814814815
